list_date,company,location,title,link,status,description
2023-01-27,GRAIL,"Menlo Park, CA",Staff Software Engineer ( LAB / LIMS ) #2413,https://www.linkedin.com/jobs/view/staff-software-engineer-lab-lims-%232413-at-grail-3243594221?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=Rn0Zus%2F6lsQsIsPNmz1sFQ%3D%3D&position=3&pageNum=7&trk=public_jobs_jserp-result_search-card,,"GRAIL is a healthcare company whose mission is to detect cancer early, when it can be cured. GRAIL is focused on alleviating the global burden of cancer by developing pioneering technology to detect and identify multiple deadly cancer types early. The company is using the power of next-generation sequencing, population-scale clinical studies, and state-of-the-art computer science and data science to enhance the scientific understanding of cancer biology, and to develop its multi-cancer early detection blood test. GRAIL is headquartered in Menlo Park, CA with locations in Washington, D.C., North Carolina, and the United Kingdom. GRAIL, LLC is a wholly-owned subsidiary of Illumina, Inc. (NASDAQ:ILMN). For more information, please visit www.grail.com .

The Associate Director provides statistical expertise and leadership to pre-analytical and analytical assay studies. The Associate Director partners with key internal stakeholders to design, analyze, and interpret pre-analytical and analytical studies in support of GRAIL’s product development.





Relocation available

Hybrid work model

The expected, full-time, annual base pay scale for this position is $154,000 - $205,000. Actual base pay will consider skills, experience, and location.

Based on the role, colleagues may be eligible to participate in an annual bonus plan tied to company and individual performance, or an incentive plan. We also offer a long-term incentive plan to align company and colleague success over time.

In addition, GRAIL offers a progressive benefit package, including flexible time-off, a 401k with a company match, and alongside our medical, dental, vision plans, carefully selected mindfulness offerings.

GRAIL is an Equal Employment Office and Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status. We will reasonably accommodate all individuals with disabilities so that they can participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Following extensive monitoring, consideration of business implications, and advice from internal and external experts, GRAIL US has made the decision to require that all U.S. employees be “Fully Vaccinated” with the COVID-19 vaccine. “Fully Vaccinated” is defined as two weeks after both doses of a two-dose vaccine (e.g. Pfizer or Moderna) or two weeks since a single-dose vaccine (e.g. Johnson & Johnson) has been administered. Absent a qualifying exemption, all GRAIL US employees are to comply with this requirement, including providing documentation of such vaccination status, as a condition of employment. Anyone unable to be vaccinated, either because of a sincerely held religious belief or a medical condition or disability that prevents them from being vaccinated, can request a reasonable accommodation for consideration by GRAIL.
Show more"
2023-01-27,ST Engineering iDirect,"Herndon, VA",Senior Engineer II Test Automation,https://www.linkedin.com/jobs/view/senior-engineer-ii-test-automation-at-st-engineering-idirect-3396590949?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=yv3Hdj301dw3VYWz35nZ5g%3D%3D&position=4&pageNum=7&trk=public_jobs_jserp-result_search-card,,"Overview

ST Engineering iDirect is a global leader in satellite communications (satcom) providing technology and solutions that enable its customers to expand their business, differentiate their services and optimize their satcom networks. As a recognized industry leader, we have years of innovation experience focused on solving satellite’s most critical economic and technology challenges, and expands a shared commitment to shaping the future of how the world connects. With your talent and energy paired with our vision and technical leadership, the most fulfilling work of your career is waiting for you at ST Engineering iDirect…the sky is truly the limit!

We are seeking for an innovative, creative Senior Automation Test Engineer who is ready for the challenges, responsibilities, and rewards that come with working in a high-energy, fast-paced environment.




Show more"
2023-01-25,Motion Recruitment,"Lawrenceville, GA",QA Automation Engineers - Fraud & Govt - Hybrid,https://www.linkedin.com/jobs/view/qa-automation-engineers-fraud-govt-hybrid-at-motion-recruitment-3438341952?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=YjKFfcKtd5Zq8NifAxM32Q%3D%3D&position=5&pageNum=7&trk=public_jobs_jserp-result_search-card,,"Job Description This company is globally successful for their fraud risk and insurance applications. To maintain and grow that success, they need QA Automation Engineers to build out automation testing for their new applications that serve government branches. This will include using Selenium, cucumber, Java, Apium, and more!

This is a contract to hire opportunity that offers full benefits for the duration of the contract, and the potential to transition to full time after 12 months. This role operates on a hybrid schedule in Alpharetta, GA 1 day/week.

Contract Duration: 12 Months, then option to convert Required Skills & Experience
Desired Skills & Experience
What You Will Be Doing Daily Responsibilities

Taylor Laroche
Show more"
2023-01-25,CyberCoders,"Cupertino, CA","RF Test Engineer- Python or C++- PCB - RF Test Engineer, Python",https://www.linkedin.com/jobs/view/rf-test-engineer-python-or-c%2B%2B-pcb-rf-test-engineer-python-at-cybercoders-3450728380?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=6aQolvApOurQGPJZr39Ubg%3D%3D&position=6&pageNum=7&trk=public_jobs_jserp-result_search-card,,"PYTHON IN DESCRIPTION --- If you are a RF Test Engineer- Python or C++- PCB with experience, please read on!

What You Will Be Doing

(THIS POSITION REPORTS TO CUPERTINO CA AND REQUIRES RELOCATION OR A COMMUTABLE DISTANCE, RELOCATION PACKAGES AVAILABLE)



A minimum of 5+ years experience in a lab environment. Proficiency with basic metrics for determining quality of digital communication signals measured.

Strong Wireless RF background and familiarity with RF systems fundamentals.

Solid experience of RF parametric testing such as EVM, rx sensitivity, ACPR, blocker testing, etc.

Knowledge of loadpull testing is desirable.

Characterized/Debugged RF PCB and chip issues within a test and script development.

Strong working knowledge of RF test equipment, such as; network analyzer, spectrum analyzer, vector signal analyzer, vector signal generator, etc.

Unix scripting knowledge is a requirement (objected oriented programming experience such as Python is highly desirable).



What You Need for this Position

So, if you are a RF Test Engineer- Python or C++- PCB with experience, please apply today!

Colorado employees will receive paid sick leave. For additional information about available benefits, please contact Jonathan Gilmor



Looking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:

Jonathan.Gilmor@CyberCoders.com

Jonathan Gilmor - Recruiting Manager - CyberCoders

Applicants must be authorized to work in the U.S.



All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

Show more"
2023-01-26,Modis,"San Francisco, CA",iOS Android Developer,https://www.linkedin.com/jobs/view/ios-android-developer-at-modis-3455268532?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=w6YtHV5XUUftyiqzDYmDCQ%3D%3D&position=7&pageNum=7&trk=public_jobs_jserp-result_search-card,,"W2 Contract: *NO C2C NO SPONSORSHIP* W2 ONLY
MUST BE IN OR NEAR SAN FRANCISCO, CA
PAY: $77/HR

























Show more"
2023-01-26,GRAIL,"Raleigh, NC",Staff Software Engineer ( LAB / LIMS ) #2635,https://www.linkedin.com/jobs/view/staff-software-engineer-lab-lims-%232635-at-grail-3455492714?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=DmqR9huBKf%2BnsT6%2FaT9Pzg%3D%3D&position=8&pageNum=7&trk=public_jobs_jserp-result_search-card,,"GRAIL is a healthcare company whose mission is to detect cancer early, when it can be cured. GRAIL is focused on alleviating the global burden of cancer by developing pioneering technology to detect and identify multiple deadly cancer types early. The company is using the power of next-generation sequencing, population-scale clinical studies, and state-of-the-art computer science and data science to enhance the scientific understanding of cancer biology, and to develop its multi-cancer early detection blood test. GRAIL is headquartered in Menlo Park, CA with locations in Washington, D.C., North Carolina, and the United Kingdom. GRAIL, LLC is a wholly-owned subsidiary of Illumina, Inc. (NASDAQ:ILMN). For more information, please visit www.grail.com .

The Staff Software Engineer provides statistical expertise and leadership to pre-analytical and analytical assay studies. They will partner with key internal stakeholders to design, analyze, and interpret pre-analytical and analytical studies in support of GRAIL’s product development.





The expected, full-time, annual base pay scale for this position is $154,000 - $205,000. Actual base pay will consider skills, experience, and location.

Based on the role, colleagues may be eligible to participate in an annual bonus plan tied to company and individual performance, or an incentive plan. We also offer a long-term incentive plan to align company and colleague success over time.

In addition, GRAIL offers a progressive benefit package, including flexible time-off, a 401k with a company match, and alongside our medical, dental, vision plans, carefully selected mindfulness offerings.

GRAIL is an Equal Employment Office and Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status. We will reasonably accommodate all individuals with disabilities so that they can participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Following extensive monitoring, consideration of business implications, and advice from internal and external experts, GRAIL US has made the decision to require that all U.S. employees be “Fully Vaccinated” with the COVID-19 vaccine. “Fully Vaccinated” is defined as two weeks after both doses of a two-dose vaccine (e.g. Pfizer or Moderna) or two weeks since a single-dose vaccine (e.g. Johnson & Johnson) has been administered. Absent a qualifying exemption, all GRAIL US employees are to comply with this requirement, including providing documentation of such vaccination status, as a condition of employment. Anyone unable to be vaccinated, either because of a sincerely held religious belief or a medical condition or disability that prevents them from being vaccinated, can request a reasonable accommodation for consideration by GRAIL.
Show more"
2023-01-25,Fortinet,"Sunnyvale, CA",Staff Software Dev QA Engineer,https://www.linkedin.com/jobs/view/staff-software-dev-qa-engineer-at-fortinet-3451062442?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=xR61wNvvpbe1XYlIqElJEw%3D%3D&position=9&pageNum=7&trk=public_jobs_jserp-result_search-card,,"Job Description

The Wireless Quality Assurance Engineer works within the R&D team to ensure the productivity, reliability and accuracy of the Fortinet's WLAN product lines. They review requirements and specifications, create test plans and design detailed test specifications that effectively evaluate the WLAN devices, protocols, interfaces and applications. The QA engineer works with automation team to leverage automation to increase productivity.


























Show more"
2023-01-24,Vivid Seats,"Chicago, IL","Senior Manager, Software Quality Engineering",https://www.linkedin.com/jobs/view/senior-manager-software-quality-engineering-at-vivid-seats-3392006692?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=2ugVlJtw6WCQv5oONFHX3Q%3D%3D&position=10&pageNum=7&trk=public_jobs_jserp-result_search-card,,"Description

Who we are: Founded in 2001, Vivid Seats (NASDAQ: SEAT) is a leading online ticket marketplace committed to becoming the ultimate partner for connecting fans to the live events, artists, and teams they love. We believe in the power of experiences and are fiercely dedicated to building products that inspire human connections. Named as one of Built In Chicago’s top 10 places to work in 2021, we believe that our People are our greatest competitive advantage. To support our People, we have built a company culture that empowers our employees to embrace challenges, encourages unity through collaboration, and seeks to constantly evolve by leveraging data and inspiring innovation.

As the Senior Manager, Quality, you’ll drive our overall quality strategy, develop and scale quality systems, and coach engineers and business partners at a thriving e-commerce company. You’ll develop effective partnership with our business and product owners, technology leaders, and external partners that drive our SDLC. You will lead multiple team/groups of engineers focused on quality assurance, engineering, and quality tooling practices as you help evolve our end-to-end quality practices.

In addition to bringing manager best practices, you will develop a collaborative, cross-disciplinary and high-performing team while overseeing and improving organizational design, structure, priorities, management processes and reporting information systems. They will be responsible for hiring and promoting talent, while building productive, value-added partnerships with vendors. You will also be integral in building an engaged Vivid Seats corporate culture. “How” results are achieved will be as important as “what” is achieved.

Leading a team at Vivid Seats, you’ll stay up to date on new and emerging technologies, plan accordingly to incorporate valuable concepts to enhance our applications, and continually improve the development environment.

This role is responsible over the quality tooling and processes for our entire portfolio of applications that impact all Vivid Seats teams as well as the operations of many of the mission-critical operations that support our marketplace operations. We are looking for a leader who can be hands on if needed and has experience building and leading highly technical and operations focused quality teams.

In this role, you will manage and mature quality practices, governance and reporting, training and awareness, quality risk assessment and remediation. You also partner closely with our information security function to help support our overall mission of secure and compliance software by design. The position is charged with the responsibility for building and enhancing a quality conscious culture and infrastructure that melds well with a fast-paced and growing technology company.









Empower and coach team members to achieve personal and functional goals that correlate to department objectives.







We are an equal opportunity employer that values the critical importance of a diverse workforce and sense of belonging. Many of our roles have flexible requirements and we encourage you to apply regardless of whether you meet every qualification.

Vivid Seats provides competitive compensation; bonus incentives; FLEX PTO; mental health days; medical, dental, and vision insurance; 401K matching; monthly credits and discounts for attending live events; remote work and snack allowances; and a variety of additional workplace perks.

: Chicago, IL

We believe in a hybrid working model which provides employees the flexibility to take advance of in-person and remote collaboration. Check out our brand new HQ office, bursting with the energy of live events fandom and the vibrancy of Chicago’s rising tech scene.

Show more"
2023-01-26,Dice,"Phoenix, AZ",Sr. SDET,https://www.linkedin.com/jobs/view/sr-sdet-at-dice-3454525944?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=aM9C6GsVpwsCC0p%2Blzmz6w%3D%3D&position=11&pageNum=7&trk=public_jobs_jserp-result_search-card,,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Arohak Inc, is seeking the following. Apply via Dice today!

Job Position: Sr. SDET

Location: Hybrid (Phoenix, AZ or Boston, MA)

Required Qualifications:


our UI platforms
Show more"
2023-01-24,CyberCoders,"Cupertino, CA","RF Test Engineer - 5G, C++, Python",https://www.linkedin.com/jobs/view/rf-test-engineer-5g-c%2B%2B-python-at-cybercoders-3450064108?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=pbf1KbzDrlX4GBHH0w2cmg%3D%3D&position=12&pageNum=7&trk=public_jobs_jserp-result_search-card,,"PYTHON IN DESCRIPTION --- If you are a RF Test Engineer with experience, please read on!

We are a premier cell phone and mobile device manufacturer. We are a multinational Fortune 5 company and a household name in technology devices.

What You Will Be Doing

What You Need for this Position

What's In It for You



So, if you are a RF Test Engineer with experience, please apply today!

Colorado employees will receive paid sick leave. For additional information about available benefits, please contact Dominik Sobaszek



Looking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:

Dominik.Sobaszek@CyberCoders.com

Dominik Sobaszek - Associate Manager - CyberCoders

Applicants must be authorized to work in the U.S.



All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

– In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

Show more"
2023-01-27,Pivotal Commware®,"Kirkland, WA",Senior Embedded Software Development Engineer in Test,https://www.linkedin.com/jobs/view/senior-embedded-software-development-engineer-in-test-at-pivotal-commware%C2%AE-3450888794?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=%2F6Jgah%2BKIcc1HvriqQ6CHw%3D%3D&position=13&pageNum=7&trk=public_jobs_jserp-result_search-card,,"Pivotal Commware develops 5G communications platforms, systems and applications based on Holographic Beam Forming® , a patented breakthrough in electromagnetic physics. HBF allows Pivotal to create software-defined antennas that can harness, shape and direct radio waves with order-of magnitude advantages over legacy beamforming systems in cost, size, weight and power consumption (C-SWaP). HBF enables mobile network operators to maximize capacity, coverage and throughput on demand and is recognized as an essential element in the 5G ecosystem. 5G leadership is pivotal to the US economy, and 5G is Pivotal™.

Pivotal is seeking a As part of the Product team, the Sr SDET will interface with other engineers and drive the development of our test suite. The Sr SDET will help design and implement automated test systems for all Pivotal’s products, ranging from telecom infrastructure to aerospace applications. The test suites will be used for both front-end and back-end applications for a variety of uses, including embedded Linux-based clients, APIs for NMS/EMS integration, and more. The Sr SDET will also be responsible for functional and performance testing, including issue tracking and resolution, be a point of reference and mentor to more junior Engineers. This position reports to the Software Test Manager.












Targeted starting salary range: $120,000 - $160,000/yr

Annual bonus eligibility - up to 15% of base salary

Individual Stock Options - Board approved

Complete list of benefits - Click here

Pivotal is expanding its team and looks for talent at all levels. If the parameters of this particular job are not an exact match for your skills and experience, we still encourage you to apply to our ""Don't see an exact fit to your profile"" job posting at the bottom of our careers page. Our Recruiting team will evaluate your background appropriately for new, upcoming or alternative roles and reach out if there is interest on our part for discussion.

Pivotal was named among Washington’s Top 100 Places to Work in 2018, 2019, 2020 & 2021. At Pivotal you will join a team experienced in advanced communications, RAN system development and deployment, commercial antenna’s, RF design, cloud-based management software and machine learning. If you want to apply yourself to this fascinating endeavor, then we would like to hear from you!



Show more"
2023-01-25,Motion Recruitment,"Chicago, IL",Senior JavaScript/Cypress SDET supporting Cancer Research,https://www.linkedin.com/jobs/view/senior-javascript-cypress-sdet-supporting-cancer-research-at-motion-recruitment-3424954364?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=4UmKTZ6S%2BwONlYS9X1%2Fc2A%3D%3D&position=14&pageNum=7&trk=public_jobs_jserp-result_search-card,,"This SDET role is for a Chicago based institution and you will be helping to build Automation with Cypress and JavaScript. You will be part of an institution that has helped revolutionize the way diseases and is working with the CDC ad NIH to help support cancer research. You will be working in a very data driven environment, so the focus will be end to end testing with JavaScript/Cypress for the UI and API, along with Database testing. The role can be fully remote, but candidates local to Chicago are preferred.


Desired Skills & Experience
What You Will Be Doing

Tech Breakdown

Daily Responsibilities
The Offer



Applicants must be currently authorized to work in the US on a full-time basis now and in the future.

Dane Robinson

Show more"
2023-01-26,Juniper Networks,"Sunnyvale, CA",Staff Software Test Engineer - Python & Networking - AP1006189,https://www.linkedin.com/jobs/view/staff-software-test-engineer-python-networking-ap1006189-at-juniper-networks-3423598183?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=w4JApRVqcvSM92hDOzCYSw%3D%3D&position=17&pageNum=7&trk=public_jobs_jserp-result_search-card,,"PYTHON IN DESCRIPTION --- About the Position:

This is a technical role to qualify features on Juniper Core/Edge Router Family products to delivery high quality Software for customer deployment. The role of software engineer Staff plays an important role by leading a team of skilled professional engineers in qualifying features and solutions of complex protocols that are deployed in production environment. This role entails highly skilled technical professional along with exemplary leadership qualities to meet business objectives. As a decision-maker, he/she would be responsible for planning the project work, managing professional team, promoting best practices, hiring talented professionals and maintaining ecosystem to maximum his/her direct-report employee’s potential. Qualified candidate is responsible for delivering production grade quality products by validating and qualifying the software and products through automated, agile and adaptive test engineering methodologies. The engineer should be well versed with networking technologies, virtualization technologies, and possess strong automation skills.This role will require you to be a team player, excellent problem solver, and ability to work independently and manage multiple priorities. In addition, should have strong background on automation skills.





Tools & Technologies Skills:




Job Req: 1006189

AKH1000

To view all Software Test Engineering, go to https://careers.juniper.net/#/ and search using, Software-Test-Engineering-AMER

Juniper Networks is changing what’s possible in networking. We’re going beyond Juniper is changing what’s possible in networking. We’re going beyond building the networks customers expect — we’re building the networks customers deserve. And the world is taking note. But to continue to excel, we have work to do. Change in our industry is accelerating. To power connections and empower change, we need radical thinkers, eternal optimists, and energized personalities. We need people like you. Success requires big thinking and ambitious goals. Our culture breeds innovation. Here, you will have the opportunity to take chances and let your ideas grow. You will be supported by thoughtful, inclusive, and accessible leaders. You will have every chance to be a part of the conversation and seize our momentum. Your career will be better for it.

Minimum Salary: $158,560.00

Maximum Salary:$227,930.00

The pay range for this position is expected to be between $158,560.00 and $227,930.00/year; however, the base pay offered may vary depending on multiple individualized factors, including market location, job-related knowledge, skills, and experience. The total compensation package for this position also includes medical benefits, 401(k) eligibility, vacation, sick time, and parental leave. Additional details of participation in these benefit plans will be provided if an employee receives an offer of employment.

If hired, employee will be in an “at-will position” and the Company reserves the right to modify base salary (as well as any other payment or compensation program) at any time, including for reasons related to individual performance, Company or individual department/team performance, and market factors.

Juniper’s pay range data is provided in accordance with local state pay transparency regulations. Juniper may post different minimum wage ranges for permanent residency petitions pursuant to US Department of Labor requirements.

Show more"
2023-01-26,Dice,"New York, NY",Lead Software Developer in Test (SDET),https://www.linkedin.com/jobs/view/lead-software-developer-in-test-sdet-at-dice-3454530357?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=%2B0MD1DRjRnpHVcFDKyVfCw%3D%3D&position=18&pageNum=7&trk=public_jobs_jserp-result_search-card,,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Engage Partners, Inc., is seeking the following. Apply via Dice today!

Lead Software Developer in Test (SDET)

NEW YORK, NY

FULL-TIME

HYBRID




Show more"
2023-01-27,Dice,"Boston, MA",Senior SDET,https://www.linkedin.com/jobs/view/senior-sdet-at-dice-3457121248?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=r3MuGIybcH%2FuMa4j29h0Ng%3D%3D&position=19&pageNum=7&trk=public_jobs_jserp-result_search-card,,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Arohak Inc, is seeking the following. Apply via Dice today!

Hello,

Hope you are doing great today!

I am I have an exciting opportunity with my client that matches your skillset. If you are available and interested, please contact me at your earliest convenience. You will be working with a highly skilled team of professionals in a high paced corporate environment. This opportunity will move quickly, so please reply immediately










our UI platforms


--



| 24155 Drake Rd, Suite #203| Farmington Hills| MI 48335

| | ;/a>
Show more"
2023-01-26,Charles Schwab,"Raleigh, NC",QA Strategy Lead,https://www.linkedin.com/jobs/view/qa-strategy-lead-at-charles-schwab-3456689810?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=d735ki9MF35%2Bp0VPCv2ToA%3D%3D&position=20&pageNum=7&trk=public_jobs_jserp-result_search-card,,"Your Opportunity

Retirement Plan Services Technology (RPST) is looking for an experienced Quality Assurance Engineer to support multiple agile teams in a leadership role. You will coordinate integration and end to end testing across several agile release trains as well as document test strategies for large projects. You will be working with a team of talented technologists and SMEs who support RPS client facing applications and bring a lot of energy, focus and fresh ideas that support our mission to provide value by seeing the world “Through Clients' Eyes.”

What you are good at

What you have

Why work for us?

Own Your Tomorrow embodies everything we do! We are committed to helping our employees ignite their potential and achieve their dreams. Our employees get to play a central role in reinventing a multi-trillion-dollar industry, creating a better, more modern way to build and manage wealth.

Benefits: A competitive and flexible package designed to empower you for today and tomorrow. We offer a competitive and flexible package designed to help you make the most of your life at work and at home—today and in the future. Explore further.

Schwab is committed to building a diverse and inclusive workplace where everyone feels valued. As an Equal Opportunity Employer, our policy is to provide equal employment opportunities to all employees and applicants without regard to any status that is protected by law. Please click here to see the policy.

Schwab is an affirmative action employer, focused on advancing women, racial and ethnic minorities, veterans, and individuals with disabilities in the workplace. If you have a disability and require reasonable accommodations in the application process, contact Human Resources at applicantaccessibility@schwab.com or call 800-275-1281.

TD Ameritrade, a subsidiary of Charles Schwab, is an Equal Opportunity Employer. At TD Ameritrade we believe People Matter. We value diversity and believe that it goes beyond all protected classes, thoughts, ideas, and perspectives.
Show more"
2023-01-24,Dice,"Ohio, United States",Sr. Software Development Engineer in Test,https://www.linkedin.com/jobs/view/sr-software-development-engineer-in-test-at-dice-3452703382?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=dOQdTEABjP%2BM4fLRUyh4tg%3D%3D&position=21&pageNum=7&trk=public_jobs_jserp-result_search-card,,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Precision System Design Inc., is seeking the following. Apply via Dice today!

Our Fortune 100 client is hiring for a Senior SDET who is highly proficient with test automation framework creation and enhancement. Candidates must have strong knowledge in C# to create and update testing frameworks and scripts. Hands on professional experience with C# programming, Visual Studio, RESTful APIs, and webservice is required. This role can be done fully remotely following an EST or MST work schedule.

Does this sound like something you'd like to hear more about?

If so, APPLY NOW!

Essential Skills:


Plusses:


* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *

Please click the Apply Now button to apply for the job.

We will review your resume and call if you are qualified.

Resumes will NOT be sent to clients without your approval.


Refer a colleague to us, and Precision will give you $ 1000 if we find a job for that person!

(The fine print: The referred candidate must be previously unknown to us. Start date must be within 6 months of referral.)

* * * * * * * * * * * * * * * * * * * * * * * * * * * * * *



We work with the best.


We know how to sell our candidates to clients.


Precision is run by former IT professionals.


Clients favor Precision's candidates.


We pride ourselves on our ethical business practices.


We take seriously our obligations to our consultants.




Job ID 4823DI-4143

Show more"
2023-01-28,Dice,"Rockville, MD",Mid/Sr SDET,https://www.linkedin.com/jobs/view/mid-sr-sdet-at-dice-3457289051?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=E%2BpAniCW0tMAURfG44WoiQ%3D%3D&position=22&pageNum=7&trk=public_jobs_jserp-result_search-card,,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Apex Systems, is seeking the following. Apply via Dice today!

Job#: 1325498


: SDET

: 100% Remote (Rockville, MD)

: Apex Systems has an immediate opening for a Senior level SDET. The position is on a long term contract basis, with chance to become a permanent employee if desired. The successful candidate will work in a fast paced environment, and help develop test cases and automate testing. The ideal candidate will be an independent contributor who has an interest in automating test processes. This will be an opportunity to continuously participate in integration and delivery of this application.

:



EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at or - provided by Dice
Show more"
2023-01-27,BioSpace,"Raleigh, NC",Staff Software Engineer ( LAB / LIMS ) #2635,https://www.linkedin.com/jobs/view/staff-software-engineer-lab-lims-%232635-at-biospace-3456712401?refId=9Phv%2Fw0fTz7h4mSbaL7IDw%3D%3D&trackingId=7lCWnxJUwopFly34W1ylpw%3D%3D&position=23&pageNum=7&trk=public_jobs_jserp-result_search-card,,"GRAIL is a healthcare company whose mission is to detect cancer early, when it can be cured. GRAIL is focused on alleviating the global burden of cancer by developing pioneering technology to detect and identify multiple deadly cancer types early. The company is using the power of next-generation sequencing, population-scale clinical studies, and state-of-the-art computer science and data science to enhance the scientific understanding of cancer biology, and to develop its multi-cancer early detection blood test. GRAIL is headquartered in Menlo Park, CA with locations in Washington, D.C., North Carolina, and the United Kingdom. GRAIL, LLC is a wholly-owned subsidiary of Illumina, Inc. (NASDAQ:ILMN). For more information, please visit www.grail.com.

The Staff Software Engineer provides statistical expertise and leadership to pre-analytical and analytical assay studies. They will partner with key internal stakeholders to design, analyze, and interpret pre-analytical and analytical studies in support of GRAIL’s product development.







The expected, full-time, annual base pay scale for this position is $154,000 - $205,000. Actual base pay will consider skills, experience, and location.

Based on the role, colleagues may be eligible to participate in an annual bonus plan tied to company and individual performance, or an incentive plan. We also offer a long-term incentive plan to align company and colleague success over time.

In addition, GRAIL offers a progressive benefit package, including flexible time-off, a 401k with a company match, and alongside our medical, dental, vision plans, carefully selected mindfulness offerings.

GRAIL is an Equal Employment Office and Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status. We will reasonably accommodate all individuals with disabilities so that they can participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Following extensive monitoring, consideration of business implications, and advice from internal and external experts, GRAIL US has made the decision to require that all U.S. employees be “Fully Vaccinated” with the COVID-19 vaccine. “Fully Vaccinated” is defined as two weeks after both doses of a two-dose vaccine (e.g. Pfizer or Moderna) or two weeks since a single-dose vaccine (e.g. Johnson & Johnson) has been administered. Absent a qualifying exemption, all GRAIL US employees are to comply with this requirement, including providing documentation of such vaccination status, as a condition of employment. Anyone unable to be vaccinated, either because of a sincerely held religious belief or a medical condition or disability that prevents them from being vaccinated, can request a reasonable accommodation for consideration by GRAIL.
Show more"
